1.0e-3 1.825531
1.1e-3 1.850726
1.2e-3 2.097046
1.3e-3 2.280897
1.4e-3 2.557331
1.5e-3 2.588877
1.6e-3 2.771216
1.7e-3 2.904811
1.8e-3 3.101547
1.9e-3 3.321990
2.0e-3 3.497424
