0.0084    0.0146792578 
0.0086    0.0145270521 
0.0088    0.0142259171 
0.0092    0.0134123235 
0.0096    0.0127897119 
0.0100    0.0062215425 
0.0102    0.0060926945 
0.0106    0.0058704702 
0.0110    0.0057023750 
0.0116    0.0054963887 
0.0118    0.0054147561 
0.0120    0.0108830916 
0.0142    0.0252708768 
0.0146    0.0101018218 
0.0148    0.0050243946 
0.0150    0.0049817299 
0.0154    0.0092203545 
0.0158    0.0047294781 
0.0162    0.0044988635 
0.0164    0.0091235811 
0.0168    0.0045900098 
0.0170    0.0044848701 
0.0172    0.0197155982 
0.0174    0.0148646353 
0.0176    0.0049154116 
0.0178    0.0048964892 
0.0184    0.0052976238 
0.0186    0.0096843576 
0.0196    0.0188766732 
0.0198    0.0102522873 
0.0200    0.0137212767 
0.0202    0.0044043117 
0.0206    0.0048886086 
0.0208    0.0048864797 
0.0216    0.0046294733 
0.0224    0.0090436775 
0.0230    0.0048225066 
0.0236    0.0049023558 
0.0258    0.0044166832 
0.0260    0.0080728210 
0.0274    0.0087092743 
0.0276    0.0142712813 
0.0278    0.0046504502 
0.0282    0.0091935671 
0.0296    0.0068462028 
0.0300    0.0026119908 
0.0308    0.0047951596 
0.0312    0.0043283024 
0.0318    0.0035466427 
0.0320    0.0039176582 
0.0334    0.0038108438 
0.0338    0.0067125823 
0.0344    0.0033903793 
0.0348    0.0040766191 
0.0352    0.0126252161 
0.0356    0.0040147621 
0.0364    0.0118734300 
0.0366    0.0084471315 
0.0372    0.0040056584 
0.0374    0.0041689307 
0.0376    0.0078200286 
0.0382    0.0034729741 
0.0388    0.0026254101 
0.0400    0.0032550335 
0.0406    0.0032022476 
0.0412    0.0035767312 
0.0418    0.0039855888 
0.0438    0.0032145866 
0.0462    0.0041763555 
0.0466    0.0041728430 
0.0470    0.0036049052 
0.0478    0.0037991468 
0.0482    0.0079492383 
0.0484    0.0035296528 
0.0486    0.0037605718 
0.0492    0.0032098026 
0.0500    0.0038900925 
0.0502    0.0038334762 
0.0506    0.0029724075 
0.0510    0.0030065012 
0.0522    0.0038279950 
0.0526    0.0077700922 
0.0532    0.0032376597 
0.0538    0.0031357623 
0.0544    0.0044923453 
0.0550    0.0080911349 
0.0554    0.0071638986 
0.0562    0.0033638608 
0.0568    0.0036025559 
0.0574    0.0075259507 
0.0576    0.0031831872 
0.0578    0.0133882672 
0.0586    0.0067182463 
0.0588    0.0054645496 
0.0596    0.0077048724 
0.0600    0.0043527721 
0.0606    0.0160003446 
0.0608    0.0132784754 
0.0614    0.0039159685 
0.0616    0.0044607748 
0.0622    0.0124971741 
0.0624    0.0168905808 
0.0626    0.0054992101 
0.0630    0.0064259322 
0.0632    0.0153919314 
0.0634    0.0070488462 
0.0638    0.0034014834 
0.0640    0.0151574263 
0.0642    0.0067343488 
0.0644    0.0066383532 
0.0646    0.0039527625 
0.0650    0.0083854028 
0.0652    0.0035510334 
0.0654    0.0121292105 
0.0658    0.0111395646 
0.0660    0.0040946452 
0.0662    0.0050088068 
0.0666    0.0070149091 
0.0668    0.0116101553 
0.0670    0.0065840966 
0.0672    0.0156868507 
0.0674    0.0079214309 
0.0686    0.0167916284 
0.0690    0.0126994679 
0.0692    0.0043690537 
0.0694    0.0137992470 
0.0696    0.0033698398 
0.0704    0.0066865778 
0.0708    0.0072002487 
0.0710    0.0125719082 
0.0712    0.0091232824 
0.0714    0.0106077151 
0.0716    0.0047870260 
0.0718    0.0047303773 
0.0722    0.0177883071 
0.0724    0.0047386673 
0.0726    0.0238087660 
0.0728    0.0091519551 
0.0730    0.0201765341 
0.0732    0.0074037096 
0.0736    0.0061219767 
0.0742    0.0037573056 
0.0744    0.0048311143 
0.0746    0.0099369659 
0.0748    0.0414832052 
0.0752    0.0124627601 
0.0756    0.0063973135 
0.0758    0.0119247233 
0.0766    0.0046447607 
0.0768    0.0080385302 
0.0770    0.0309053864 
0.0772    0.0109364357 
0.0776    0.0133597305 
0.0778    0.0056575913 
0.0780    0.0109485454 
0.0782    0.0029154745 
0.0784    0.0055758732 
0.0788    0.0078470086 
0.0794    0.0117908390 
0.0796    0.0225258680 
0.0800    0.0152648512 
0.0802    0.0220888416 
0.0806    0.0116764130 
0.0810    0.0048153169 
0.0812    0.0034236804 
0.0814    0.0062048936 
0.0816    0.0107470493 
0.0822    0.0256776807 
0.0826    0.0056762350 
0.0828    0.0072201587 
0.0830    0.0042254456 
0.0832    0.0144959297 
0.0836    0.0058265501 
0.0840    0.0110226463 
0.0842    0.0093574890 
0.0848    0.0072174857 
0.0858    0.0055730553 
0.0862    0.0156891119 
0.0868    0.0030047711 
0.0870    0.0135292165 
0.0872    0.0035534248 
0.0874    0.0069458553 
0.0888    0.0128463348 
0.0890    0.0047468909 
0.0892    0.0056693349 
0.0894    0.0018011771 
0.0898    0.0051853070 
0.0900    0.0110007251 
0.0902    0.0070217977 
0.0910    0.0134909953 
0.0914    0.0142516851 
0.0926    0.0059038166 
0.0934    0.0115746400 
0.0936    0.0087333139 
0.0938    0.0045202005 
0.0942    0.0081035994 
0.0944    0.0047750178 
0.0946    0.0041354533 
0.0956    0.0099329132 
0.0960    0.0053953942 
0.0968    0.0098998908 
0.0970    0.0124104088 
0.0974    0.0111324460 
0.0978    0.0077344430 
0.0980    0.0197547107 
0.0982    0.0062082762 
0.0988    0.0048536856 
0.1006    0.0039507216 
0.1022    0.0080702999 
0.1028    0.0146340615 
0.1034    0.0033701713 
0.1042    0.0048150207 
0.1072    0.0104903046 
0.1074    0.0026882968 
0.1082    0.0026836553 
0.1100    0.0070080480 
0.1108    0.0047601114 
0.1122    0.0047279838 
0.1128    0.0034882958 
0.1130    0.0073299030 
0.1134    0.0041237951 
0.1148    0.0062266810 
0.1150    0.0025187060 
0.1164    0.0112102589 
